company,percentage,demographics,job_category
Square,39.9,People_of_color,Professionals
anonymous,40.2,People_of_color,Professionals
anonymous,41,People_of_color,Professionals
anonymous,41.2,People_of_color,Professionals
anonymous,41.2,People_of_color,Professionals
NetApp,41.7,People_of_color,Professionals
anonymous,41.8,People_of_color,Professionals
anonymous,41.8,People_of_color,Professionals
23andMe,42,People_of_color,Professionals
anonymous,42,People_of_color,Professionals
Salesforce,42.6,People_of_color,Professionals
Lyft,42.8,People_of_color,Professionals
anonymous,42.9,People_of_color,Professionals
Adobe,42.9,People_of_color,Professionals
anonymous,43.1,People_of_color,Professionals
anonymous,43.2,People_of_color,Professionals
anonymous,43.3,People_of_color,Professionals
anonymous,44,People_of_color,Professionals
anonymous,44,People_of_color,Professionals
anonymous,44,People_of_color,Professionals
anonymous,44.7,People_of_color,Professionals
anonymous,45.4,People_of_color,Professionals
anonymous,45.6,People_of_color,Professionals
anonymous,45.6,People_of_color,Professionals
anonymous,46,People_of_color,Professionals
anonymous,46,People_of_color,Professionals
anonymous,46,People_of_color,Professionals
Twitter,46.1,People_of_color,Professionals
anonymous,46.1,People_of_color,Professionals
Google,46.5,People_of_color,Professionals
anonymous,46.6,People_of_color,Professionals
anonymous,46.6,People_of_color,Professionals
anonymous,46.7,People_of_color,Professionals
anonymous,46.8,People_of_color,Professionals
anonymous,47.2,People_of_color,Professionals
View,47.3,People_of_color,Professionals
anonymous,47.4,People_of_color,Professionals
anonymous,47.5,People_of_color,Professionals
anonymous,47.7,People_of_color,Professionals
anonymous,47.9,People_of_color,Professionals
anonymous,47.9,People_of_color,Professionals
anonymous,48.1,People_of_color,Professionals
anonymous,48.1,People_of_color,Professionals
anonymous,48.2,People_of_color,Professionals
anonymous,48.4,People_of_color,Professionals
anonymous,48.7,People_of_color,Professionals
anonymous,48.9,People_of_color,Professionals
anonymous,49.1,People_of_color,Professionals
anonymous,49.2,People_of_color,Professionals
anonymous,49.2,People_of_color,Professionals
anonymous,49.4,People_of_color,Professionals
anonymous,49.4,People_of_color,Professionals
anonymous,49.4,People_of_color,Professionals
Uber,49.5,People_of_color,Professionals
anonymous,49.5,People_of_color,Professionals
anonymous,49.5,People_of_color,Professionals
anonymous,49.7,People_of_color,Professionals
Apple,49.8,People_of_color,Professionals
anonymous,50,People_of_color,Professionals
Airbnb,50.1,People_of_color,Professionals
anonymous,50.2,People_of_color,Professionals
anonymous,50.2,People_of_color,Professionals
anonymous,50.4,People_of_color,Professionals
anonymous,50.5,People_of_color,Professionals
anonymous,50.7,People_of_color,Professionals
anonymous,50.8,People_of_color,Professionals
anonymous,51.2,People_of_color,Professionals
anonymous,51.2,People_of_color,Professionals
anonymous,51.4,People_of_color,Professionals
anonymous,51.5,People_of_color,Professionals
anonymous,51.6,People_of_color,Professionals
Intuit,51.8,People_of_color,Professionals
Cisco,52.6,People_of_color,Professionals
Facebook,53,People_of_color,Professionals
anonymous,53.2,People_of_color,Professionals
anonymous,53.3,People_of_color,Professionals
anonymous,53.3,People_of_color,Professionals
anonymous,53.6,People_of_color,Professionals
anonymous,53.7,People_of_color,Professionals
anonymous,53.7,People_of_color,Professionals
anonymous,53.7,People_of_color,Professionals
Pinterest,54,People_of_color,Professionals
anonymous,54.6,People_of_color,Professionals
anonymous,54.8,People_of_color,Professionals
anonymous,54.8,People_of_color,Professionals
anonymous,54.8,People_of_color,Professionals
anonymous,54.8,People_of_color,Professionals
MobileIron,54.9,People_of_color,Professionals
anonymous,55.3,People_of_color,Professionals
anonymous,55.7,People_of_color,Professionals
LinkedIn,55.8,People_of_color,Professionals
anonymous,56,People_of_color,Professionals
Intel,56.1,People_of_color,Professionals
PayPal,56.3,People_of_color,Professionals
anonymous,56.5,People_of_color,Professionals
anonymous,56.8,People_of_color,Professionals
anonymous,57.3,People_of_color,Professionals
anonymous,57.5,People_of_color,Professionals
anonymous,58.9,People_of_color,Professionals
Nvidia,58.9,People_of_color,Professionals
anonymous,59.2,People_of_color,Professionals
anonymous,59.6,People_of_color,Professionals
anonymous,59.9,People_of_color,Professionals
anonymous,60,People_of_color,Professionals
anonymous,60.2,People_of_color,Professionals
anonymous,60.3,People_of_color,Professionals
anonymous,60.7,People_of_color,Professionals
anonymous,60.8,People_of_color,Professionals
anonymous,61.1,People_of_color,Professionals
anonymous,61.4,People_of_color,Professionals
anonymous,61.6,People_of_color,Professionals
anonymous,61.9,People_of_color,Professionals
anonymous,62,People_of_color,Professionals
anonymous,62.1,People_of_color,Professionals
anonymous,62.3,People_of_color,Professionals
anonymous,62.3,People_of_color,Professionals
eBay,62.4,People_of_color,Professionals
anonymous,62.6,People_of_color,Professionals
anonymous,62.6,People_of_color,Professionals
anonymous,63.4,People_of_color,Professionals
anonymous,63.6,People_of_color,Professionals
anonymous,63.7,People_of_color,Professionals
anonymous,64.3,People_of_color,Professionals
anonymous,64.5,People_of_color,Professionals
anonymous,64.9,People_of_color,Professionals
anonymous,65,People_of_color,Professionals
anonymous,65.8,People_of_color,Professionals
anonymous,66.3,People_of_color,Professionals
anonymous,66.4,People_of_color,Professionals
anonymous,69.4,People_of_color,Professionals
anonymous,70.5,People_of_color,Professionals
anonymous,71.9,People_of_color,Professionals
anonymous,73.2,People_of_color,Professionals
anonymous,75.7,People_of_color,Professionals
anonymous,76.1,People_of_color,Professionals
anonymous,81.4,People_of_color,Professionals
anonymous,81.4,People_of_color,Professionals
anonymous,93.7,People_of_color,Professionals
anonymous,1.5,Underrepresented_minorities,Professionals
anonymous,2.5,Underrepresented_minorities,Professionals
anonymous,3.3,Underrepresented_minorities,Professionals
anonymous,3.9,Underrepresented_minorities,Professionals
anonymous,3.9,Underrepresented_minorities,Professionals
anonymous,4,Underrepresented_minorities,Professionals
anonymous,4,Underrepresented_minorities,Professionals
anonymous,4,Underrepresented_minorities,Professionals
anonymous,4.1,Underrepresented_minorities,Professionals
anonymous,4.2,Underrepresented_minorities,Professionals
anonymous,4.3,Underrepresented_minorities,Professionals
anonymous,4.3,Underrepresented_minorities,Professionals
anonymous,4.3,Underrepresented_minorities,Professionals
anonymous,4.4,Underrepresented_minorities,Professionals
eBay,4.4,Underrepresented_minorities,Professionals
Nvidia,4.4,Underrepresented_minorities,Professionals
anonymous,4.4,Underrepresented_minorities,Professionals
anonymous,4.6,Underrepresented_minorities,Professionals
anonymous,4.9,Underrepresented_minorities,Professionals
anonymous,5,Underrepresented_minorities,Professionals
anonymous,5.1,Underrepresented_minorities,Professionals
anonymous,5.3,Underrepresented_minorities,Professionals
anonymous,5.4,Underrepresented_minorities,Professionals
anonymous,5.6,Underrepresented_minorities,Professionals
anonymous,5.7,Underrepresented_minorities,Professionals
anonymous,5.8,Underrepresented_minorities,Professionals
anonymous,5.9,Underrepresented_minorities,Professionals
anonymous,6,Underrepresented_minorities,Professionals
anonymous,6,Underrepresented_minorities,Professionals
anonymous,6,Underrepresented_minorities,Professionals
anonymous,6.1,Underrepresented_minorities,Professionals
anonymous,6.2,Underrepresented_minorities,Professionals
anonymous,6.3,Underrepresented_minorities,Professionals
anonymous,6.4,Underrepresented_minorities,Professionals
anonymous,6.5,Underrepresented_minorities,Professionals
anonymous,6.5,Underrepresented_minorities,Professionals
anonymous,6.5,Underrepresented_minorities,Professionals
anonymous,6.6,Underrepresented_minorities,Professionals
anonymous,6.6,Underrepresented_minorities,Professionals
anonymous,6.7,Underrepresented_minorities,Professionals
anonymous,6.7,Underrepresented_minorities,Professionals
anonymous,6.8,Underrepresented_minorities,Professionals
anonymous,6.9,Underrepresented_minorities,Professionals
anonymous,7.1,Underrepresented_minorities,Professionals
anonymous,7.4,Underrepresented_minorities,Professionals
MobileIron,7.5,Underrepresented_minorities,Professionals
anonymous,7.5,Underrepresented_minorities,Professionals
anonymous,7.6,Underrepresented_minorities,Professionals
anonymous,7.6,Underrepresented_minorities,Professionals
anonymous,7.6,Underrepresented_minorities,Professionals
anonymous,7.8,Underrepresented_minorities,Professionals
anonymous,7.8,Underrepresented_minorities,Professionals
Adobe,7.8,Underrepresented_minorities,Professionals
anonymous,7.9,Underrepresented_minorities,Professionals
anonymous,7.9,Underrepresented_minorities,Professionals
PayPal,8,Underrepresented_minorities,Professionals
anonymous,8.1,Underrepresented_minorities,Professionals
anonymous,8.2,Underrepresented_minorities,Professionals
anonymous,8.2,Underrepresented_minorities,Professionals
anonymous,8.2,Underrepresented_minorities,Professionals
anonymous,8.2,Underrepresented_minorities,Professionals
anonymous,8.3,Underrepresented_minorities,Professionals
Apple,8.3,Underrepresented_minorities,Professionals
anonymous,8.4,Underrepresented_minorities,Professionals
anonymous,8.5,Underrepresented_minorities,Professionals
anonymous,8.6,Underrepresented_minorities,Professionals
Google,8.7,Underrepresented_minorities,Professionals
anonymous,8.7,Underrepresented_minorities,Professionals
Uber,8.7,Underrepresented_minorities,Professionals
anonymous,8.8,Underrepresented_minorities,Professionals
anonymous,8.9,Underrepresented_minorities,Professionals
anonymous,8.9,Underrepresented_minorities,Professionals
anonymous,8.9,Underrepresented_minorities,Professionals
Salesforce,8.9,Underrepresented_minorities,Professionals
anonymous,9,Underrepresented_minorities,Professionals
Facebook,9.2,Underrepresented_minorities,Professionals
LinkedIn,9.3,Underrepresented_minorities,Professionals
NetApp,9.4,Underrepresented_minorities,Professionals
Square,9.4,Underrepresented_minorities,Professionals
anonymous,9.4,Underrepresented_minorities,Professionals
anonymous,9.4,Underrepresented_minorities,Professionals
anonymous,9.4,Underrepresented_minorities,Professionals
anonymous,9.5,Underrepresented_minorities,Professionals
anonymous,9.5,Underrepresented_minorities,Professionals
Twitter,9.5,Underrepresented_minorities,Professionals
anonymous,9.6,Underrepresented_minorities,Professionals
Cisco,9.6,Underrepresented_minorities,Professionals
anonymous,9.7,Underrepresented_minorities,Professionals
anonymous,9.7,Underrepresented_minorities,Professionals
anonymous,9.7,Underrepresented_minorities,Professionals
anonymous,9.7,Underrepresented_minorities,Professionals
anonymous,9.7,Underrepresented_minorities,Professionals
anonymous,10,Underrepresented_minorities,Professionals
anonymous,10,Underrepresented_minorities,Professionals
anonymous,10,Underrepresented_minorities,Professionals
anonymous,10.1,Underrepresented_minorities,Professionals
anonymous,10.1,Underrepresented_minorities,Professionals
anonymous,10.1,Underrepresented_minorities,Professionals
anonymous,10.1,Underrepresented_minorities,Professionals
Pinterest,10.2,Underrepresented_minorities,Professionals
anonymous,10.3,Underrepresented_minorities,Professionals
anonymous,10.4,Underrepresented_minorities,Professionals
anonymous,10.4,Underrepresented_minorities,Professionals
anonymous,10.5,Underrepresented_minorities,Professionals
Airbnb,10.5,Underrepresented_minorities,Professionals
anonymous,10.8,Underrepresented_minorities,Professionals
anonymous,10.8,Underrepresented_minorities,Professionals
Intuit,10.8,Underrepresented_minorities,Professionals
anonymous,11,Underrepresented_minorities,Professionals
anonymous,11,Underrepresented_minorities,Professionals
anonymous,11,Underrepresented_minorities,Professionals
anonymous,11,Underrepresented_minorities,Professionals
anonymous,11,Underrepresented_minorities,Professionals
anonymous,11.1,Underrepresented_minorities,Professionals
anonymous,11.2,Underrepresented_minorities,Professionals
anonymous,11.3,Underrepresented_minorities,Professionals
anonymous,11.4,Underrepresented_minorities,Professionals
anonymous,11.4,Underrepresented_minorities,Professionals
anonymous,11.4,Underrepresented_minorities,Professionals
anonymous,11.4,Underrepresented_minorities,Professionals
HP Inc.,11.4,Underrepresented_minorities,Professionals
anonymous,11.5,Underrepresented_minorities,Professionals
Intel,11.8,Underrepresented_minorities,Professionals
anonymous,11.9,Underrepresented_minorities,Professionals
anonymous,12,Underrepresented_minorities,Professionals
anonymous,12.1,Underrepresented_minorities,Professionals
Sanmina,12.3,Underrepresented_minorities,Professionals
anonymous,12.4,Underrepresented_minorities,Professionals
anonymous,12.4,Underrepresented_minorities,Professionals
View,12.4,Underrepresented_minorities,Professionals
anonymous,12.5,Underrepresented_minorities,Professionals
anonymous,12.6,Underrepresented_minorities,Professionals
anonymous,12.7,Underrepresented_minorities,Professionals
anonymous,12.7,Underrepresented_minorities,Professionals
anonymous,12.8,Underrepresented_minorities,Professionals
anonymous,12.9,Underrepresented_minorities,Professionals
anonymous,12.9,Underrepresented_minorities,Professionals
anonymous,12.9,Underrepresented_minorities,Professionals
anonymous,13.3,Underrepresented_minorities,Professionals
anonymous,13.4,Underrepresented_minorities,Professionals
anonymous,13.4,Underrepresented_minorities,Professionals
23andMe,13.6,Underrepresented_minorities,Professionals
anonymous,13.8,Underrepresented_minorities,Professionals
HPE,13.8,Underrepresented_minorities,Professionals
anonymous,13.9,Underrepresented_minorities,Professionals
Lyft,14.2,Underrepresented_minorities,Professionals
anonymous,14.2,Underrepresented_minorities,Professionals
anonymous,14.3,Underrepresented_minorities,Professionals
anonymous,14.3,Underrepresented_minorities,Professionals
anonymous,14.3,Underrepresented_minorities,Professionals
anonymous,14.8,Underrepresented_minorities,Professionals
anonymous,14.9,Underrepresented_minorities,Professionals
anonymous,15.1,Underrepresented_minorities,Professionals
anonymous,15.2,Underrepresented_minorities,Professionals
anonymous,15.8,Underrepresented_minorities,Professionals
anonymous,15.9,Underrepresented_minorities,Professionals
anonymous,15.9,Underrepresented_minorities,Professionals
anonymous,16.4,Underrepresented_minorities,Professionals
anonymous,16.5,Underrepresented_minorities,Professionals
anonymous,16.6,Underrepresented_minorities,Professionals
anonymous,16.7,Underrepresented_minorities,Professionals
anonymous,17.1,Underrepresented_minorities,Professionals
anonymous,17.2,Underrepresented_minorities,Professionals
anonymous,17.3,Underrepresented_minorities,Professionals
anonymous,17.8,Underrepresented_minorities,Professionals
anonymous,18.2,Underrepresented_minorities,Professionals
anonymous,18.3,Underrepresented_minorities,Professionals
anonymous,18.4,Underrepresented_minorities,Professionals
anonymous,18.7,Underrepresented_minorities,Professionals
anonymous,19.2,Underrepresented_minorities,Professionals
anonymous,19.4,Underrepresented_minorities,Professionals
anonymous,20.2,Underrepresented_minorities,Professionals
anonymous,23.7,Underrepresented_minorities,Professionals
anonymous,25.6,Underrepresented_minorities,Professionals
anonymous,26.2,Underrepresented_minorities,Professionals
anonymous,31.2,Underrepresented_minorities,Professionals
anonymous,38.1,Underrepresented_minorities,Professionals
23andMe,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
View,0,Hispanic_or_Latino,Executives
Twitter,0,Hispanic_or_Latino,Executives
Square,0,Hispanic_or_Latino,Executives
Pinterest,0,Hispanic_or_Latino,Executives
MobileIron,0,Hispanic_or_Latino,Executives
Lyft,0,Hispanic_or_Latino,Executives
Google,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
anonymous,0,Hispanic_or_Latino,Executives
Intel,0.9,Hispanic_or_Latino,Executives
anonymous,1.1,Hispanic_or_Latino,Executives
anonymous,1.3,Hispanic_or_Latino,Executives
anonymous,1.3,Hispanic_or_Latino,Executives
anonymous,1.3,Hispanic_or_Latino,Executives
anonymous,1.3,Hispanic_or_Latino,Executives
anonymous,1.3,Hispanic_or_Latino,Executives
Uber,1.4,Hispanic_or_Latino,Executives
anonymous,1.5,Hispanic_or_Latino,Executives
anonymous,1.7,Hispanic_or_Latino,Executives
Apple,1.9,Hispanic_or_Latino,Executives
Intuit,1.9,Hispanic_or_Latino,Executives
anonymous,1.9,Hispanic_or_Latino,Executives
anonymous,2,Hispanic_or_Latino,Executives
anonymous,2,Hispanic_or_Latino,Executives
anonymous,2.1,Hispanic_or_Latino,Executives
Nvidia,2.1,Hispanic_or_Latino,Executives
anonymous,2.2,Hispanic_or_Latino,Executives
anonymous,2.2,Hispanic_or_Latino,Executives
anonymous,2.2,Hispanic_or_Latino,Executives
anonymous,2.3,Hispanic_or_Latino,Executives
anonymous,2.3,Hispanic_or_Latino,Executives
anonymous,2.4,Hispanic_or_Latino,Executives
anonymous,2.4,Hispanic_or_Latino,Executives
anonymous,2.4,Hispanic_or_Latino,Executives
anonymous,2.5,Hispanic_or_Latino,Executives
anonymous,2.6,Hispanic_or_Latino,Executives
anonymous,2.6,Hispanic_or_Latino,Executives
Cisco,2.6,Hispanic_or_Latino,Executives
anonymous,2.6,Hispanic_or_Latino,Executives
anonymous,2.6,Hispanic_or_Latino,Executives
NetApp,2.8,Hispanic_or_Latino,Executives
anonymous,2.8,Hispanic_or_Latino,Executives
anonymous,2.8,Hispanic_or_Latino,Executives
anonymous,2.8,Hispanic_or_Latino,Executives
anonymous,2.8,Hispanic_or_Latino,Executives
anonymous,2.9,Hispanic_or_Latino,Executives
anonymous,2.9,Hispanic_or_Latino,Executives
anonymous,2.9,Hispanic_or_Latino,Executives
eBay,2.9,Hispanic_or_Latino,Executives
anonymous,2.9,Hispanic_or_Latino,Executives
anonymous,3,Hispanic_or_Latino,Executives
Airbnb,3.1,Hispanic_or_Latino,Executives
anonymous,3.2,Hispanic_or_Latino,Executives
Adobe,3.2,Hispanic_or_Latino,Executives
Facebook,3.2,Hispanic_or_Latino,Executives
HPE,3.2,Hispanic_or_Latino,Executives
anonymous,3.2,Hispanic_or_Latino,Executives
anonymous,3.3,Hispanic_or_Latino,Executives
Sanmina,3.3,Hispanic_or_Latino,Executives
Salesforce,3.4,Hispanic_or_Latino,Executives
anonymous,3.4,Hispanic_or_Latino,Executives
anonymous,3.4,Hispanic_or_Latino,Executives
anonymous,3.6,Hispanic_or_Latino,Executives
anonymous,3.6,Hispanic_or_Latino,Executives
LinkedIn,3.7,Hispanic_or_Latino,Executives
anonymous,3.7,Hispanic_or_Latino,Executives
anonymous,3.7,Hispanic_or_Latino,Executives
anonymous,3.8,Hispanic_or_Latino,Executives
anonymous,3.8,Hispanic_or_Latino,Executives
anonymous,4,Hispanic_or_Latino,Executives
anonymous,4.2,Hispanic_or_Latino,Executives
anonymous,4.2,Hispanic_or_Latino,Executives
anonymous,4.2,Hispanic_or_Latino,Executives
anonymous,4.3,Hispanic_or_Latino,Executives
anonymous,4.4,Hispanic_or_Latino,Executives
anonymous,4.7,Hispanic_or_Latino,Executives
anonymous,4.8,Hispanic_or_Latino,Executives
anonymous,4.8,Hispanic_or_Latino,Executives
anonymous,4.8,Hispanic_or_Latino,Executives
anonymous,5,Hispanic_or_Latino,Executives
anonymous,5,Hispanic_or_Latino,Executives
anonymous,5.2,Hispanic_or_Latino,Executives
anonymous,5.3,Hispanic_or_Latino,Executives
anonymous,5.4,Hispanic_or_Latino,Executives
anonymous,5.4,Hispanic_or_Latino,Executives
PayPal,5.5,Hispanic_or_Latino,Executives
HP Inc.,6.2,Hispanic_or_Latino,Executives
anonymous,6.5,Hispanic_or_Latino,Executives
anonymous,6.6,Hispanic_or_Latino,Executives
anonymous,6.7,Hispanic_or_Latino,Executives
anonymous,6.9,Hispanic_or_Latino,Executives
anonymous,7.1,Hispanic_or_Latino,Executives
anonymous,7.1,Hispanic_or_Latino,Executives
anonymous,7.4,Hispanic_or_Latino,Executives
anonymous,7.7,Hispanic_or_Latino,Executives
anonymous,8.2,Hispanic_or_Latino,Executives
anonymous,9.1,Hispanic_or_Latino,Executives
anonymous,9.1,Hispanic_or_Latino,Executives
anonymous,9.2,Hispanic_or_Latino,Executives
anonymous,11.8,Hispanic_or_Latino,Executives
anonymous,12,Hispanic_or_Latino,Executives
anonymous,16.7,Hispanic_or_Latino,Executives
anonymous,20,Hispanic_or_Latino,Executives
anonymous,20,Hispanic_or_Latino,Executives
anonymous,13.2,White,Executives
anonymous,28.6,White,Executives
anonymous,35.7,White,Executives
anonymous,37.5,White,Executives
anonymous,40,White,Executives
anonymous,44.4,White,Executives
anonymous,45,White,Executives
Pinterest,50,White,Executives
anonymous,50,White,Executives
anonymous,51.1,White,Executives
anonymous,52.3,White,Executives
anonymous,53.1,White,Executives
anonymous,54.1,White,Executives
anonymous,54.8,White,Executives
anonymous,55.6,White,Executives
anonymous,55.6,White,Executives
anonymous,55.6,White,Executives
anonymous,55.9,White,Executives
anonymous,56.2,White,Executives
anonymous,57.1,White,Executives
anonymous,57.1,White,Executives
anonymous,58.8,White,Executives
View,58.8,White,Executives
MobileIron,60,White,Executives
anonymous,60,White,Executives
anonymous,61,White,Executives
anonymous,61.1,White,Executives
anonymous,61.5,White,Executives
LinkedIn,62,White,Executives
anonymous,62.2,White,Executives
anonymous,63,White,Executives
anonymous,63.1,White,Executives
anonymous,63.3,White,Executives
anonymous,63.9,White,Executives
anonymous,64,White,Executives
anonymous,64,White,Executives
anonymous,64.3,White,Executives
anonymous,64.4,White,Executives
Nvidia,64.6,White,Executives
anonymous,66.7,White,Executives
anonymous,66.7,White,Executives
anonymous,66.7,White,Executives
anonymous,66.7,White,Executives
anonymous,66.7,White,Executives
anonymous,67.2,White,Executives
Airbnb,68,White,Executives
anonymous,68,White,Executives
Twitter,68.1,White,Executives
anonymous,68.8,White,Executives
anonymous,69.2,White,Executives
anonymous,69.7,White,Executives
anonymous,70,White,Executives
Facebook,70.2,White,Executives
anonymous,71,White,Executives
anonymous,71.4,White,Executives
anonymous,71.4,White,Executives
anonymous,71.4,White,Executives
anonymous,71.7,White,Executives
anonymous,71.9,White,Executives
anonymous,72,White,Executives
anonymous,72.1,White,Executives
anonymous,72.1,White,Executives
Uber,72.5,White,Executives
anonymous,72.5,White,Executives
Cisco,72.6,White,Executives
anonymous,72.7,White,Executives
anonymous,72.7,White,Executives
anonymous,72.7,White,Executives
anonymous,72.7,White,Executives
anonymous,73.1,White,Executives
anonymous,73.3,White,Executives
anonymous,73.9,White,Executives
anonymous,73.9,White,Executives
anonymous,74.1,White,Executives
anonymous,74.2,White,Executives
anonymous,74.5,White,Executives
Intuit,74.8,White,Executives
anonymous,75,White,Executives
anonymous,75,White,Executives
anonymous,75,White,Executives
anonymous,75,White,Executives
anonymous,75,White,Executives
NetApp,75,White,Executives
anonymous,75,White,Executives
anonymous,75.9,White,Executives
anonymous,75.9,White,Executives
anonymous,76,White,Executives
anonymous,76,White,Executives
anonymous,76.3,White,Executives
Adobe,76.3,White,Executives
anonymous,76.9,White,Executives
eBay,77.1,White,Executives
Google,77.4,White,Executives
anonymous,77.4,White,Executives
anonymous,77.8,White,Executives
anonymous,77.9,White,Executives
anonymous,77.9,White,Executives
anonymous,78,White,Executives
anonymous,78.3,White,Executives
anonymous,78.3,White,Executives
anonymous,78.6,White,Executives
anonymous,78.9,White,Executives
anonymous,78.9,White,Executives
PayPal,79.1,White,Executives
anonymous,79.2,White,Executives
anonymous,79.3,White,Executives
anonymous,80,White,Executives
anonymous,80,White,Executives
anonymous,80,White,Executives
anonymous,80,White,Executives
Intel,80.2,White,Executives
anonymous,80.5,White,Executives
anonymous,80.6,White,Executives
Salesforce,81,White,Executives
anonymous,81,White,Executives
anonymous,81,White,Executives
anonymous,81.1,White,Executives
anonymous,81.2,White,Executives
anonymous,81.2,White,Executives
anonymous,81.5,White,Executives
anonymous,81.5,White,Executives
anonymous,81.6,White,Executives
anonymous,81.8,White,Executives
anonymous,81.8,White,Executives
anonymous,81.8,White,Executives
Sanmina,82,White,Executives
anonymous,82,White,Executives
Apple,82.2,White,Executives
anonymous,82.8,White,Executives
HP Inc.,82.9,White,Executives
anonymous,83.1,White,Executives
anonymous,83.3,White,Executives
anonymous,83.3,White,Executives
anonymous,83.7,White,Executives
anonymous,84,White,Executives
anonymous,84.2,White,Executives
anonymous,84.4,White,Executives
anonymous,84.6,White,Executives
anonymous,84.6,White,Executives
anonymous,84.6,White,Executives
anonymous,84.6,White,Executives
HPE,85,White,Executives
anonymous,85,White,Executives
anonymous,85.2,White,Executives
anonymous,85.4,White,Executives
anonymous,85.7,White,Executives
anonymous,85.7,White,Executives
anonymous,85.7,White,Executives
anonymous,85.7,White,Executives
Lyft,86.7,White,Executives
anonymous,87.2,White,Executives
anonymous,87.5,White,Executives
anonymous,87.5,White,Executives
anonymous,88,White,Executives
anonymous,88.2,White,Executives
anonymous,88.9,White,Executives
anonymous,88.9,White,Executives
anonymous,89.4,White,Executives
anonymous,89.7,White,Executives
Square,90.9,White,Executives
anonymous,90.9,White,Executives
anonymous,91.3,White,Executives
anonymous,91.7,White,Executives
anonymous,91.7,White,Executives
anonymous,93.8,White,Executives
anonymous,93.8,White,Executives
23andMe,94.1,White,Executives
anonymous,95.8,White,Executives
anonymous,100,White,Executives
anonymous,100,White,Executives
anonymous,100,White,Executives
anonymous,100,White,Executives
anonymous,100,White,Executives
anonymous,100,White,Executives
anonymous,100,White,Executives
anonymous,100,White,Executives
anonymous,100,White,Executives
23andMe,0,Black_or_African_American,Executives
anonymous,0,Black_or_African_American,Executives
anonymous,0,Black_or_African_American,Executives
